industry_id,industry,year,nominal_usd_b,real_2024_usd_b,pct_of_us_gdp
auto,US Auto sales,1994,271.2783,575.8197,3.65805
auto,US Auto sales,1995,286.1922,589.0978,3.65443
auto,US Auto sales,1996,301.9261,606.4856,3.65081
auto,US Auto sales,1997,318.5249,624.3867,3.64719
auto,US Auto sales,1998,336.0362,642.8161,3.64358
auto,US Auto sales,1999,354.5103,661.7895,3.63997
auto,US Auto sales,2000,374.0,681.3229,3.63636
auto,US Auto sales,2001,370.6697,658.4679,3.46938
auto,US Auto sales,2002,367.369,636.3796,3.31007
auto,US Auto sales,2003,364.0977,615.0322,3.15808
auto,US Auto sales,2004,360.8556,594.401,3.01306
auto,US Auto sales,2005,357.6423,574.4618,2.8747
auto,US Auto sales,2006,354.4576,556.9111,2.7427
auto,US Auto sales,2007,351.3013,539.8967,2.61676
auto,US Auto sales,2008,348.1731,523.4021,2.4966
auto,US Auto sales,2009,345.0727,507.4114,2.38195
auto,US Auto sales,2010,342.0,491.9092,2.27258
auto,US Auto sales,2011,365.1078,516.4894,2.3427
auto,US Auto sales,2012,389.7768,542.2977,2.41498
auto,US Auto sales,2013,416.1127,569.3957,2.48949
auto,US Auto sales,2014,444.228,597.8478,2.56631
auto,US Auto sales,2015,474.243,627.7216,2.64549
auto,US Auto sales,2016,506.2859,657.5313,2.72712
auto,US Auto sales,2017,540.4939,688.7566,2.81126
auto,US Auto sales,2018,577.0132,721.4648,2.89801
auto,US Auto sales,2019,616.0,755.7262,2.98742
auto,US Auto sales,2020,642.4322,778.7132,3.00847
auto,US Auto sales,2021,669.9986,775.5666,2.90184
auto,US Auto sales,2022,698.7478,748.88,2.79899
auto,US Auto sales,2023,728.7306,750.2553,2.69978
auto,US Auto sales,2024,760.0,760.0,2.60409
pharma,US Prescription drugs,1940,0.3,6.7221,0.29155
pharma,US Prescription drugs,1941,0.3384,7.2105,0.28042
pharma,US Prescription drugs,1942,0.3817,7.7344,0.26973
pharma,US Prescription drugs,1943,0.4305,8.2963,0.25944
pharma,US Prescription drugs,1944,0.4856,8.8991,0.24954
pharma,US Prescription drugs,1945,0.5477,9.5456,0.24002
pharma,US Prescription drugs,1946,0.6178,10.1564,0.25628
pharma,US Prescription drugs,1947,0.6968,10.8064,0.27364
pharma,US Prescription drugs,1948,0.786,11.4979,0.29218
pharma,US Prescription drugs,1949,0.8866,12.2337,0.31198
pharma,US Prescription drugs,1950,1.0,13.0166,0.33311
pharma,US Prescription drugs,1951,1.1044,14.0738,0.34671
pharma,US Prescription drugs,1952,1.2198,15.2168,0.36086
pharma,US Prescription drugs,1953,1.3471,16.4527,0.37559
pharma,US Prescription drugs,1954,1.4878,17.7889,0.39092
pharma,US Prescription drugs,1955,1.6432,19.2336,0.40687
pharma,US Prescription drugs,1956,1.8148,20.8241,0.42348
pharma,US Prescription drugs,1957,2.0043,22.5461,0.44076
pharma,US Prescription drugs,1958,2.2136,24.4105,0.45875
pharma,US Prescription drugs,1959,2.4447,26.4291,0.47747
pharma,US Prescription drugs,1960,2.7,28.6145,0.49696
pharma,US Prescription drugs,1961,2.8991,30.3447,0.49849
pharma,US Prescription drugs,1962,3.1129,32.1795,0.50002
pharma,US Prescription drugs,1963,3.3424,34.1252,0.50156
pharma,US Prescription drugs,1964,3.5889,36.1885,0.5031
pharma,US Prescription drugs,1965,3.8536,38.3767,0.50464
pharma,US Prescription drugs,1966,4.1377,39.5242,0.50619
pharma,US Prescription drugs,1967,4.4429,40.706,0.50775
pharma,US Prescription drugs,1968,4.7705,41.9232,0.50931
pharma,US Prescription drugs,1969,5.1223,43.1767,0.51087
pharma,US Prescription drugs,1970,5.5,44.4678,0.51244
pharma,US Prescription drugs,1971,5.9463,45.0337,0.50234
pharma,US Prescription drugs,1972,6.4287,45.6067,0.49245
pharma,US Prescription drugs,1973,6.9504,46.1871,0.48274
pharma,US Prescription drugs,1974,7.5143,46.7749,0.47323
pharma,US Prescription drugs,1975,8.124,47.3701,0.46391
pharma,US Prescription drugs,1976,8.7832,47.0281,0.45477
pharma,US Prescription drugs,1977,9.4959,46.6885,0.44581
pharma,US Prescription drugs,1978,10.2664,46.3514,0.43703
pharma,US Prescription drugs,1979,11.0994,46.0167,0.42842
pharma,US Prescription drugs,1980,12.0,45.6845,0.41998
pharma,US Prescription drugs,1981,13.5455,48.8882,0.44044
pharma,US Prescription drugs,1982,15.2899,52.3166,0.4619
pharma,US Prescription drugs,1983,17.2591,55.9854,0.4844
pharma,US Prescription drugs,1984,19.4819,59.9115,0.50801
pharma,US Prescription drugs,1985,21.9909,64.1129,0.53276
pharma,US Prescription drugs,1986,24.8231,69.609,0.55871
pharma,US Prescription drugs,1987,28.02,75.5762,0.58594
pharma,US Prescription drugs,1988,31.6286,82.0549,0.61449
pharma,US Prescription drugs,1989,35.702,89.089,0.64442
pharma,US Prescription drugs,1990,40.3,96.7262,0.67582
pharma,US Prescription drugs,1991,44.9798,104.6922,0.71429
pharma,US Prescription drugs,1992,50.203,113.3142,0.75494
pharma,US Prescription drugs,1993,56.0327,122.6464,0.7979
pharma,US Prescription drugs,1994,62.5394,132.7471,0.84331
pharma,US Prescription drugs,1995,69.8016,143.6796,0.89131
pharma,US Prescription drugs,1996,77.9072,156.494,0.94203
pharma,US Prescription drugs,1997,86.9541,170.4513,0.99565
pharma,US Prescription drugs,1998,97.0515,185.6533,1.05231
pharma,US Prescription drugs,1999,108.3214,202.2112,1.1122
pharma,US Prescription drugs,2000,120.9,220.2458,1.1755
pharma,US Prescription drugs,2001,130.1706,231.2387,1.21837
pharma,US Prescription drugs,2002,140.1521,242.7802,1.2628
pharma,US Prescription drugs,2003,150.8989,254.8977,1.30885
pharma,US Prescription drugs,2004,162.4698,267.6201,1.35658
pharma,US Prescription drugs,2005,174.928,280.9775,1.40606
pharma,US Prescription drugs,2006,188.3414,295.9153,1.45734
pharma,US Prescription drugs,2007,202.7834,311.6472,1.51048
pharma,US Prescription drugs,2008,218.3328,328.2156,1.56557
pharma,US Prescription drugs,2009,235.0745,345.6648,1.62266
pharma,US Prescription drugs,2010,253.1,364.0416,1.68184
pharma,US Prescription drugs,2011,261.3189,369.6673,1.67674
pharma,US Prescription drugs,2012,269.8046,375.38,1.67166
pharma,US Prescription drugs,2013,278.5659,381.181,1.66659
pharma,US Prescription drugs,2014,287.6117,387.0716,1.66153
pharma,US Prescription drugs,2015,296.9512,393.0532,1.6565
pharma,US Prescription drugs,2016,306.5941,398.1845,1.65147
pharma,US Prescription drugs,2017,316.55,403.3828,1.64647
pharma,US Prescription drugs,2018,326.8293,408.6489,1.64148
pharma,US Prescription drugs,2019,337.4423,413.9838,1.6365
pharma,US Prescription drugs,2020,348.4,422.3071,1.63154
pharma,US Prescription drugs,2021,379.338,439.1083,1.64296
pharma,US Prescription drugs,2022,413.0234,442.6561,1.65445
pharma,US Prescription drugs,2023,449.7,462.9829,1.66603
wireless,US Wireless service,1985,0.48,1.3994,0.01163
wireless,US Wireless service,1986,0.743,2.0834,0.01672
wireless,US Wireless service,1987,1.15,3.1018,0.02405
wireless,US Wireless service,1988,1.9598,5.0845,0.03808
wireless,US Wireless service,1989,3.34,8.3345,0.06029
wireless,US Wireless service,1990,4.55,10.9207,0.0763
wireless,US Wireless service,1991,5.71,13.2903,0.09068
wireless,US Wireless service,1992,7.8856,17.7987,0.11858
wireless,US Wireless service,1993,10.89,23.8364,0.15507
wireless,US Wireless service,1994,14.4146,30.5967,0.19437
wireless,US Wireless service,1995,19.08,39.2743,0.24364
wireless,US Wireless service,1996,22.9022,46.0041,0.27693
wireless,US Wireless service,1997,27.49,53.8871,0.31477
wireless,US Wireless service,1998,33.1685,63.4493,0.35964
wireless,US Wireless service,1999,40.02,74.7082,0.41091
wireless,US Wireless service,2000,52.47,95.5856,0.51016
wireless,US Wireless service,2001,63.3599,112.5543,0.59303
wireless,US Wireless service,2002,76.51,132.5354,0.68937
wireless,US Wireless service,2003,88.3923,149.3119,0.76669
wireless,US Wireless service,2004,102.12,168.212,0.85268
wireless,US Wireless service,2005,113.54,182.3733,0.91263
wireless,US Wireless service,2006,125.5679,197.2878,0.97161
wireless,US Wireless service,2007,138.87,213.4221,1.03441
wireless,US Wireless service,2008,145.5494,218.8016,1.04367
wireless,US Wireless service,2009,152.55,224.3168,1.05302
wireless,US Wireless service,2010,159.93,230.0323,1.06273
wireless,US Wireless service,2011,172.0182,243.3406,1.10375
wireless,US Wireless service,2012,185.02,257.4189,1.14635
wireless,US Wireless service,2013,189.2,258.8954,1.13193
wireless,US Wireless service,2014,190.5452,256.4382,1.10078
wireless,US Wireless service,2015,191.9,254.0043,1.07048
wireless,US Wireless service,2016,192.5975,250.1331,1.03743
wireless,US Wireless service,2017,193.2975,246.3208,1.0054
wireless,US Wireless service,2018,194.0,242.5667,0.97435
wireless,US Wireless service,2019,191.9896,235.5383,0.93109
wireless,US Wireless service,2020,190.0,230.3053,0.88976
wireless,US Wireless service,2021,197.9924,229.189,0.85753
wireless,US Wireless service,2022,206.321,221.1237,0.82646
wireless,US Wireless service,2023,215.0,221.3505,0.79653
webads,US Internet advertising,1996,0.267,0.5363,0.00323
webads,US Internet advertising,1997,0.907,1.7779,0.01039
webads,US Internet advertising,1998,1.92,3.6728,0.02082
webads,US Internet advertising,1999,4.62,8.6245,0.04744
webads,US Internet advertising,2000,8.09,14.7377,0.07866
webads,US Internet advertising,2001,7.13,12.6659,0.06674
webads,US Internet advertising,2002,6.01,10.4109,0.05415
webads,US Internet advertising,2003,7.27,12.2805,0.06306
webads,US Internet advertising,2004,9.63,15.8625,0.08041
webads,US Internet advertising,2005,12.54,20.1423,0.1008
webads,US Internet advertising,2006,16.88,26.5213,0.13061
webads,US Internet advertising,2007,21.21,32.5965,0.15799
webads,US Internet advertising,2008,23.45,35.2519,0.16815
webads,US Internet advertising,2009,22.66,33.3203,0.15642
webads,US Internet advertising,2010,26.04,37.4541,0.17303
webads,US Internet advertising,2011,31.74,44.9001,0.20366
webads,US Internet advertising,2012,36.57,50.88,0.22658
webads,US Internet advertising,2013,42.78,58.5388,0.25594
webads,US Internet advertising,2014,49.45,66.5505,0.28567
webads,US Internet advertising,2015,59.6,78.8883,0.33247
webads,US Internet advertising,2016,72.5,94.1583,0.39052
webads,US Internet advertising,2017,88.3,112.5215,0.45927
webads,US Internet advertising,2018,107.5,134.4119,0.53991
webads,US Internet advertising,2019,124.6,152.8628,0.60427
webads,US Internet advertising,2020,139.8,169.4562,0.65468
webads,US Internet advertising,2021,189.3,219.127,0.81988
webads,US Internet advertising,2022,209.7,224.7451,0.84
webads,US Internet advertising,2023,225.0,231.6459,0.83357
webads,US Internet advertising,2024,258.6,258.6,0.88607
ecom,US E-commerce,1998,5.0,9.5647,0.05421
ecom,US E-commerce,1999,15.0,28.0016,0.15401
ecom,US E-commerce,2000,27.6,50.2794,0.26835
ecom,US E-commerce,2001,34.5,61.2868,0.32291
ecom,US E-commerce,2002,45.0,77.9518,0.40546
ecom,US E-commerce,2003,57.0,96.2841,0.4944
ecom,US E-commerce,2004,72.0,118.5983,0.60118
ecom,US E-commerce,2005,92.0,147.7747,0.73949
ecom,US E-commerce,2006,114.0,179.1127,0.8821
ecom,US E-commerce,2007,137.0,210.5482,1.02048
ecom,US E-commerce,2008,142.0,213.4659,1.01822
ecom,US E-commerce,2009,145.0,213.2149,1.0009
ecom,US E-commerce,2010,168.0,241.6396,1.11635
ecom,US E-commerce,2011,198.0,280.0951,1.27046
ecom,US E-commerce,2012,230.0,319.9997,1.42503
ecom,US E-commerce,2013,262.0,358.5127,1.56748
ecom,US E-commerce,2014,298.0,401.0523,1.72155
ecom,US E-commerce,2015,340.0,450.0338,1.89664
ecom,US E-commerce,2016,390.0,506.5067,2.10074
ecom,US E-commerce,2017,449.0,572.165,2.33538
ecom,US E-commerce,2018,519.0,648.9283,2.60664
ecom,US E-commerce,2019,598.0,733.6433,2.90013
ecom,US E-commerce,2020,815.0,987.8883,3.8166
ecom,US E-commerce,2021,960.0,1111.262,4.15787
ecom,US E-commerce,2022,1040.0,1114.6156,4.16595
ecom,US E-commerce,2023,1119.0,1152.0522,4.14564
ecom,US E-commerce,2024,1192.0,1192.0,4.0843
cloud,Global Cloud infrastructure,2010,4.0,5.7533,0.02658
cloud,Global Cloud infrastructure,2011,6.3246,8.9469,0.04058
cloud,Global Cloud infrastructure,2012,10.0,13.913,0.06196
cloud,Global Cloud infrastructure,2013,14.0,19.1572,0.08376
cloud,Global Cloud infrastructure,2014,20.0,26.9163,0.11554
cloud,Global Cloud infrastructure,2015,28.0,37.0616,0.15619
cloud,Global Cloud infrastructure,2016,38.0,49.3519,0.20469
cloud,Global Cloud infrastructure,2017,55.0,70.087,0.28607
cloud,Global Cloud infrastructure,2018,75.0,93.7758,0.37668
cloud,Global Cloud infrastructure,2019,96.0,117.7755,0.46557
cloud,Global Cloud infrastructure,2020,129.0,156.3651,0.6041
cloud,Global Cloud infrastructure,2021,178.0,206.0465,0.77094
cloud,Global Cloud infrastructure,2022,227.0,243.2863,0.9093
cloud,Global Cloud infrastructure,2023,270.0,277.9751,1.00029
cloud,Global Cloud infrastructure,2024,330.0,330.0,1.13072
cloud,Global Cloud infrastructure,2025,400.0,389.6894,1.31148
smartphone,Global Smartphones,2007,35.0,53.7897,0.26071
smartphone,Global Smartphones,2008,50.0,75.1641,0.35853
smartphone,Global Smartphones,2009,60.0,88.2269,0.41417
smartphone,Global Smartphones,2010,105.0,151.0248,0.69772
smartphone,Global Smartphones,2011,160.0,226.3395,1.02663
smartphone,Global Smartphones,2012,230.0,319.9997,1.42503
smartphone,Global Smartphones,2013,290.0,396.827,1.735
smartphone,Global Smartphones,2014,330.0,444.1183,1.90641
smartphone,Global Smartphones,2015,400.0,529.4515,2.23134
smartphone,Global Smartphones,2016,410.0,532.4814,2.20847
smartphone,Global Smartphones,2017,450.0,573.4394,2.34058
smartphone,Global Smartphones,2018,500.0,625.1718,2.51121
smartphone,Global Smartphones,2019,470.0,576.6093,2.27937
smartphone,Global Smartphones,2020,450.0,545.4598,2.10732
smartphone,Global Smartphones,2021,510.0,590.3579,2.20887
smartphone,Global Smartphones,2022,460.0,493.0031,1.84263
smartphone,Global Smartphones,2023,430.0,442.701,1.59305
smartphone,Global Smartphones,2024,470.0,470.0,1.61042
